,frequency,count,placement avg,placement std,points avg,points std,achievements avg
all,1.0,736,1.8851902173913044,1.0380833813452834,87.72826086956522,9.381966503602085,2.014945652173913
kinko,0.11820652173913043,87,1.8850574712643677,1.0278142008857292,88.86206896551724,9.05303805333814,1.8850574712643677
sasayakko,0.03260869565217391,24,1.3333333333333333,1.1293194051465598,81.0,10.922652966476916,1.5833333333333333
jirocho,0.05570652173913043,41,1.7682926829268293,1.0729489793066223,86.2439024390244,9.213523994121026,1.7804878048780488
umegae,0.07744565217391304,57,2.0526315789473686,0.8746642750135407,88.70175438596492,8.413350174150734,1.9824561403508771
zenemon,0.06929347826086957,51,1.5686274509803921,1.0817560161290403,84.68627450980392,9.908562349964662,1.7450980392156863
chuubei,0.11005434782608696,81,2.049382716049383,0.9893335454726735,88.24691358024691,8.50372104463324,2.6296296296296298
daigoro,0.05298913043478261,39,1.9230769230769231,1.042128777389804,91.56410256410257,12.00612754036536,1.8461538461538463
kita,0.06114130434782609,45,1.9777777777777779,0.9650456628124557,88.15555555555555,9.887907112766941,2.3777777777777778
yoshiyasu,0.09239130434782608,68,1.9779411764705883,0.9713578107413081,88.8970588235294,8.266349165974155,1.8676470588235294
miyataka,0.008152173913043478,6,1.25,1.2549900398011133,78.33333333333333,10.500793620801558,1.8333333333333333
hirotada,0.11820652173913043,87,2.235632183908046,0.9239673068179578,90.97701149425288,7.029798719362459,1.9770114942528736
mitsukuni,0.05570652173913043,41,1.4024390243902438,1.0794646369562204,84.34146341463415,9.331692654865893,1.7804878048780488
nampo,0.01358695652173913,10,1.4,1.1737877907772671,77.9,8.761658899242006,1.7
hiroshige,0.036684782608695655,27,2.2037037037037037,0.7371887773476299,87.5925925925926,7.717409186923067,2.6296296296296298
gotozaemon,0.05298913043478261,39,1.7692307692307692,1.1112235660591356,86.6923076923077,8.988746900998072,1.7435897435897436
satsuki,0.04483695652173913,33,1.6818181818181819,1.27364009473206,87.36363636363636,10.391758097821386,2.272727272727273
1,0.24456521739130435,180,1.7972222222222223,1.051332251675953,87.28888888888889,9.714062195864676,1.8833333333333333
2,0.2554347826086957,188,1.9122340425531914,1.0452384056330455,87.74468085106383,8.777628552132033,2.0106382978723403
3,0.24592391304347827,181,1.9751381215469612,1.0277757038785835,88.86740331491713,9.563477307954818,2.027624309392265
4,0.25407608695652173,187,1.8556149732620322,1.0281040183088328,87.03208556149733,9.439623502217005,2.1336898395721926
